userId,movieId,title,genres
431,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
431,7,Sabrina (1995),Comedy|Romance
431,1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama
433,190,Safe (1995),Thriller
433,109850,Need for Speed (2014),Action|Crime|Drama|IMAX
433,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller
433,11,"American President, The (1995)",Comedy|Drama|Romance
433,27618,"Sound of Thunder, A (2005)",Action|Adventure|Drama|Sci-Fi|Thriller
433,1653,Gattaca (1997),Drama|Sci-Fi|Thriller
433,11,"American President, The (1995)",Comedy|Drama|Romance
433,4610,"January Man, The (1989)",Comedy|Crime|Mystery|Thriller
433,36363,Kin-Dza-Dza! (1986),Comedy|Drama|Sci-Fi
433,75,Big Bully (1996),Comedy|Drama
296,1674,Witness (1985),Drama|Romance|Thriller
296,73,"Misérables, Les (1995)",Drama|War
296,75,Big Bully (1996),Comedy|Drama
296,5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
296,11,"American President, The (1995)",Comedy|Drama|Romance
296,332,Village of the Damned (1995),Horror|Sci-Fi
296,1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama
296,23,Assassins (1995),Action|Crime|Thriller
296,780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
296,34,Babe (1995),Children|Drama
435,26,Othello (1995),Drama
435,1389,Jaws 3-D (1983),Action|Horror
435,761,"Phantom, The (1996)",Action|Adventure
435,7657,Versus (2000),Action|Comedy|Fantasy|Horror
435,73,"Misérables, Les (1995)",Drama|War
435,161918,Sharknado 4: The 4th Awakens (2016),Action|Adventure|Horror|Sci-Fi
435,1287,Ben-Hur (1959),Action|Adventure|Drama
435,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
435,1772,Blues Brothers 2000 (1998),Action|Comedy|Musical
435,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
403,95,Broken Arrow (1996),Action|Adventure|Thriller
403,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
403,25,Leaving Las Vegas (1995),Drama|Romance
403,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
403,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
403,99,Heidi Fleiss: Hollywood Madam (1995),Documentary
403,2677,Buena Vista Social Club (1999),Documentary|Musical
403,6422,Shenandoah (1965),Drama|War|Western
403,95,Broken Arrow (1996),Action|Adventure|Thriller
403,608,Fargo (1996),Comedy|Crime|Drama|Thriller
280,34,Babe (1995),Children|Drama
280,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
280,1208,Apocalypse Now (1979),Action|Drama|War
280,190,Safe (1995),Thriller
280,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
280,27328,Monday (2000),Action|Comedy|Crime|Fantasy|Thriller
280,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
280,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
280,924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
280,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
402,1208,Apocalypse Now (1979),Action|Drama|War
402,1556,Speed 2: Cruise Control (1997),Action|Romance|Thriller
402,190,Safe (1995),Thriller
402,737,Barb Wire (1996),Action|Sci-Fi
402,608,Fargo (1996),Comedy|Crime|Drama|Thriller
402,340,"War, The (1994)",Adventure|Drama|War
402,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
402,1287,Ben-Hur (1959),Action|Adventure|Drama
402,3494,True Grit (1969),Adventure|Drama|Western
402,1088,Dirty Dancing (1987),Drama|Musical|Romance
181,26,Othello (1995),Drama
181,23,Assassins (1995),Action|Crime|Thriller
181,23,Assassins (1995),Action|Crime|Thriller
181,6564,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller
181,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
181,4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
181,36708,Family Guy Presents Stewie Griffin: The Untold Story (2005),Adventure|Animation|Comedy
181,109850,Need for Speed (2014),Action|Crime|Drama|IMAX
181,76,Screamers (1995),Action|Sci-Fi|Thriller
181,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
323,23,Assassins (1995),Action|Crime|Thriller
323,23,Assassins (1995),Action|Crime|Thriller
323,23,Assassins (1995),Action|Crime|Thriller
323,1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama
323,86190,Hanna (2011),Action|Adventure|Mystery|Thriller
323,23,Assassins (1995),Action|Crime|Thriller
323,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
323,3032,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller
323,11,"American President, The (1995)",Comedy|Drama|Romance
323,23,Assassins (1995),Action|Crime|Thriller
527,25,Leaving Las Vegas (1995),Drama|Romance
527,2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller
527,18,Four Rooms (1995),Comedy
527,1208,Apocalypse Now (1979),Action|Drama|War
527,190,Safe (1995),Thriller
527,4033,Thirteen Days (2000),Drama|Thriller|War
527,153,Batman Forever (1995),Action|Adventure|Comedy|Crime
527,73,"Misérables, Les (1995)",Drama|War
527,76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX
527,2475,52 Pick-Up (1986),Action|Mystery|Thriller
553,1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi
553,75,Big Bully (1996),Comedy|Drama
553,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
553,73,"Misérables, Les (1995)",Drama|War
553,257,Just Cause (1995),Mystery|Thriller
553,3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War
553,965,"39 Steps, The (1935)",Drama|Mystery|Thriller
553,63992,Twilight (2008),Drama|Fantasy|Romance|Thriller
553,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
553,23,Assassins (1995),Action|Crime|Thriller
430,1208,Apocalypse Now (1979),Action|Drama|War
430,1086,Dial M for Murder (1954),Crime|Mystery|Thriller
430,60684,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX
430,1208,Apocalypse Now (1979),Action|Drama|War
430,2822,Medicine Man (1992),Adventure|Romance
430,75,Big Bully (1996),Comedy|Drama
430,25,Leaving Las Vegas (1995),Drama|Romance
430,1674,Witness (1985),Drama|Romance|Thriller
430,95,Broken Arrow (1996),Action|Adventure|Thriller
430,6564,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller
178,2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance
178,2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
178,2872,Excalibur (1981),Adventure|Fantasy
178,75,Big Bully (1996),Comedy|Drama
178,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
178,25,Leaving Las Vegas (1995),Drama|Romance
178,2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller
178,7070,Red River (1948),Action|Adventure|Western
178,737,Barb Wire (1996),Action|Sci-Fi
178,60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy
405,1406,La Cérémonie (1995),Crime|Drama|Mystery|Thriller
405,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
405,786,Eraser (1996),Action|Drama|Thriller
405,1035,"Sound of Music, The (1965)",Musical|Romance
405,608,Fargo (1996),Comedy|Crime|Drama|Thriller
405,1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical
405,780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
405,149,Amateur (1994),Crime|Drama|Thriller
405,4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
405,109850,Need for Speed (2014),Action|Crime|Drama|IMAX
297,1053,Normal Life (1996),Crime|Drama|Romance
297,26,Othello (1995),Drama
297,63992,Twilight (2008),Drama|Fantasy|Romance|Thriller
297,370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy
297,79,"Juror, The (1996)",Drama|Thriller
297,340,"War, The (1994)",Adventure|Drama|War
297,2321,Pleasantville (1998),Comedy|Drama|Fantasy
297,8690,Slaughterhouse-Five (1972),Comedy|Drama|Sci-Fi|War
297,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
297,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
85,473,In the Army Now (1994),Comedy|War
85,709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
85,920,Gone with the Wind (1939),Drama|Romance|War
85,4587,Earth Girls Are Easy (1988),Comedy|Musical|Sci-Fi
85,60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy
85,109383,"Oversimplification of Her Beauty, An (2012)",Animation|Comedy|Drama|Romance
85,18,Four Rooms (1995),Comedy
85,220,Castle Freak (1995),Horror
85,2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller
85,555,True Romance (1993),Crime|Thriller
511,532,Serial Mom (1994),Comedy|Crime|Horror
511,73,"Misérables, Les (1995)",Drama|War
511,780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
511,95,Broken Arrow (1996),Action|Adventure|Thriller
511,6564,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller
511,6686,"Medallion, The (2003)",Action|Comedy|Crime|Fantasy
511,76,Screamers (1995),Action|Sci-Fi|Thriller
511,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
511,2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War
511,1208,Apocalypse Now (1979),Action|Drama|War
322,924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi
322,75,Big Bully (1996),Comedy|Drama
322,3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX
322,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
322,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
322,73,"Misérables, Les (1995)",Drama|War
322,709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
322,23,Assassins (1995),Action|Crime|Thriller
322,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
322,2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller
183,97938,Life of Pi (2012),Adventure|Drama|IMAX
183,3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy
183,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
183,149,Amateur (1994),Crime|Drama|Thriller
183,79,"Juror, The (1996)",Drama|Thriller
183,18,Four Rooms (1995),Comedy
183,7072,Stagecoach (1939),Action|Drama|Romance|Western
183,18,Four Rooms (1995),Comedy
183,73,"Misérables, Les (1995)",Drama|War
183,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
79,1772,Blues Brothers 2000 (1998),Action|Comedy|Musical
79,110553,The Amazing Spider-Man 2 (2014),Action|Sci-Fi|IMAX
79,965,"39 Steps, The (1935)",Drama|Mystery|Thriller
79,26,Othello (1995),Drama
79,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
79,3052,Dogma (1999),Adventure|Comedy|Fantasy
79,3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical
79,2294,Antz (1998),Adventure|Animation|Children|Comedy|Fantasy
79,1053,Normal Life (1996),Crime|Drama|Romance
79,26,Othello (1995),Drama
262,25,Leaving Las Vegas (1995),Drama|Romance
262,965,"39 Steps, The (1935)",Drama|Mystery|Thriller
262,907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
262,26,Othello (1995),Drama
262,355,"Flintstones, The (1994)",Children|Comedy|Fantasy
262,76,Screamers (1995),Action|Sci-Fi|Thriller
262,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
262,2687,Tarzan (1999),Adventure|Animation|Children|Drama
262,86332,Thor (2011),Action|Adventure|Drama|Fantasy|IMAX
262,109850,Need for Speed (2014),Action|Crime|Drama|IMAX
486,3701,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller
486,4006,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi
486,7,Sabrina (1995),Comedy|Romance
486,161918,Sharknado 4: The 4th Awakens (2016),Action|Adventure|Horror|Sci-Fi
486,7841,Children of Dune (2003),Fantasy|Sci-Fi
486,761,"Phantom, The (1996)",Action|Adventure
486,75,Big Bully (1996),Comedy|Drama
486,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
486,26,Othello (1995),Drama
486,97752,Cloud Atlas (2012),Drama|Sci-Fi|IMAX
436,18,Four Rooms (1995),Comedy
436,762,Striptease (1996),Comedy|Crime
436,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
436,257,Just Cause (1995),Mystery|Thriller
436,34,Babe (1995),Children|Drama
436,149,Amateur (1994),Crime|Drama|Thriller
436,79,"Juror, The (1996)",Drama|Thriller
436,36529,Lord of War (2005),Action|Crime|Drama|Thriller|War
436,18,Four Rooms (1995),Comedy
436,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
326,153,Batman Forever (1995),Action|Adventure|Comedy|Crime
326,18,Four Rooms (1995),Comedy
326,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi
326,109850,Need for Speed (2014),Action|Crime|Drama|IMAX
326,257,Just Cause (1995),Mystery|Thriller
326,1208,Apocalypse Now (1979),Action|Drama|War
326,1208,Apocalypse Now (1979),Action|Drama|War
326,5388,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
326,73,"Misérables, Les (1995)",Drama|War
326,2100,Splash (1984),Comedy|Fantasy|Romance
295,6902,Interstate 60 (2002),Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller
295,25,Leaving Las Vegas (1995),Drama|Romance
295,86593,African Cats (2011),Adventure|Documentary
295,761,"Phantom, The (1996)",Action|Adventure
295,2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi
295,965,"39 Steps, The (1935)",Drama|Mystery|Thriller
295,8774,Sherlock Holmes: The Woman in Green (1945),Mystery
295,11,"American President, The (1995)",Comedy|Drama|Romance
295,26,Othello (1995),Drama
295,761,"Phantom, The (1996)",Action|Adventure
485,18,Four Rooms (1995),Comedy
485,1674,Witness (1985),Drama|Romance|Thriller
485,1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery
485,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
485,7,Sabrina (1995),Comedy|Romance
485,780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
485,1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi
485,33138,Palindromes (2004),Adventure|Comedy|Drama
485,7,Sabrina (1995),Comedy|Romance
485,11,"American President, The (1995)",Comedy|Drama|Romance
148,76,Screamers (1995),Action|Sci-Fi|Thriller
148,18,Four Rooms (1995),Comedy
148,38294,Beowulf & Grendel (2005),Action|Adventure|Drama|Fantasy
148,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller
148,60684,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX
148,2872,Excalibur (1981),Adventure|Fantasy
148,5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
148,2872,Excalibur (1981),Adventure|Fantasy
148,71,Fair Game (1995),Action
148,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller
557,76,Screamers (1995),Action|Sci-Fi|Thriller
557,608,Fargo (1996),Comedy|Crime|Drama|Thriller
557,26,Othello (1995),Drama
557,608,Fargo (1996),Comedy|Crime|Drama|Thriller
557,18,Four Rooms (1995),Comedy
557,11,"American President, The (1995)",Comedy|Drama|Romance
557,1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
557,63992,Twilight (2008),Drama|Fantasy|Romance|Thriller
557,2321,Pleasantville (1998),Comedy|Drama|Fantasy
557,23,Assassins (1995),Action|Crime|Thriller
184,7,Sabrina (1995),Comedy|Romance
184,86190,Hanna (2011),Action|Adventure|Mystery|Thriller
184,3633,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller
184,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
184,6564,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller
184,346,Backbeat (1993),Drama|Musical
184,26,Othello (1995),Drama
184,7,Sabrina (1995),Comedy|Romance
184,709,Oliver & Company (1988),Adventure|Animation|Children|Comedy|Musical
184,103,Unforgettable (1996),Mystery|Sci-Fi|Thriller
78,1137,Hustler White (1996),Romance
78,780,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller
78,190,Safe (1995),Thriller
78,79,"Juror, The (1996)",Drama|Thriller
78,18,Four Rooms (1995),Comedy
78,54,"Big Green, The (1995)",Children|Comedy
78,7,Sabrina (1995),Comedy|Romance
78,26,Othello (1995),Drama
78,25,Leaving Las Vegas (1995),Drama|Romance
78,2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
437,7,Sabrina (1995),Comedy|Romance
437,3032,"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller
437,25,Leaving Las Vegas (1995),Drama|Romance
437,253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror
437,1812,Wide Awake (1998),Children|Comedy|Drama
437,3494,True Grit (1969),Adventure|Drama|Western
437,26,Othello (1995),Drama
437,965,"39 Steps, The (1935)",Drama|Mystery|Thriller
437,18,Four Rooms (1995),Comedy
437,1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western
556,25,Leaving Las Vegas (1995),Drama|Romance
556,75,Big Bully (1996),Comedy|Drama
556,737,Barb Wire (1996),Action|Sci-Fi
556,26,Othello (1995),Drama
556,53140,"Librarian: Quest for the Spear, The (2004)",Action|Adventure|Comedy|Fantasy|Romance
556,2159,Henry: Portrait of a Serial Killer (1986),Crime|Horror|Thriller
556,95,Broken Arrow (1996),Action|Adventure|Thriller
556,76,Screamers (1995),Action|Sci-Fi|Thriller
556,149,Amateur (1994),Crime|Drama|Thriller
556,25,Leaving Las Vegas (1995),Drama|Romance
264,190,Safe (1995),Thriller
264,26,Othello (1995),Drama
264,26,Othello (1995),Drama
264,11,"American President, The (1995)",Comedy|Drama|Romance
264,25,Leaving Las Vegas (1995),Drama|Romance
264,26,Othello (1995),Drama
264,25,Leaving Las Vegas (1995),Drama|Romance
264,18,Four Rooms (1995),Comedy
264,3052,Dogma (1999),Adventure|Comedy|Fantasy
264,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama
513,95,Broken Arrow (1996),Action|Adventure|Thriller
513,257,Just Cause (1995),Mystery|Thriller
513,1208,Apocalypse Now (1979),Action|Drama|War
513,1100,Days of Thunder (1990),Action|Drama|Romance
513,1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama
513,3052,Dogma (1999),Adventure|Comedy|Fantasy
513,11,"American President, The (1995)",Comedy|Drama|Romance
513,25,Leaving Las Vegas (1995),Drama|Romance
513,25,Leaving Las Vegas (1995),Drama|Romance
513,109850,Need for Speed (2014),Action|Crime|Drama|IMAX
324,33794,Batman Begins (2005),Action|Crime|IMAX
324,86880,Pirates of the Caribbean: On Stranger Tides (2011),Action|Adventure|Fantasy|IMAX
324,88125,Harry Potter and the Deathly Hallows: Part 2 (2011),Action|Adventure|Drama|Fantasy|Mystery|IMAX
324,75,Big Bully (1996),Comedy|Drama
324,47465,Tideland (2005),Drama|Fantasy|Thriller
324,965,"39 Steps, The (1935)",Drama|Mystery|Thriller
324,73,"Misérables, Les (1995)",Drama|War
324,18,Four Rooms (1995),Comedy
324,27105,Purgatory (1999),Fantasy|Western
324,60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy
