userId,movieId,rating,title,genres
596,7121,4.3816113,Adam's Rib (1949),Comedy|Romance
596,78836,4.3583894,Enter the Void (2009),Drama
596,171917,4.309685,Mystère à la Tour Eiffel (2015),Drama|Mystery|Thriller
596,111913,4.309685,Lilting (2014),Drama
596,86237,4.307819,Connections (1978),Documentary
596,184245,4.307819,De platte jungle (1978),Documentary
596,117531,4.307819,Watermark (2014),Documentary
332,3379,4.6665287,On the Beach (1959),Drama
332,171495,4.4304967,Cosmos,(no genres listed)
332,7121,4.405983,Adam's Rib (1949),Comedy|Romance
332,183897,4.3276243,Isle of Dogs (2018),Animation|Comedy
332,78836,4.3245745,Enter the Void (2009),Drama
332,8477,4.3180013,"Jetée, La (1962)",Romance|Sci-Fi
332,27156,4.3141327,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
332,27523,4.311256,My Sassy Girl (Yeopgijeogin geunyeo) (2001),Comedy|Romance
332,26131,4.3053393,"Battle of Algiers, The (La battaglia di Algeri) (1966)",Drama|War
332,92475,4.296641,All Watched Over by Machines of Loving Grace (2011),Documentary
606,7121,4.744445,Adam's Rib (1949),Comedy|Romance
606,3379,4.7255673,On the Beach (1959),Drama
606,3451,4.6406326,Guess Who's Coming to Dinner (1967),Drama
606,171495,4.6106224,Cosmos,(no genres listed)
606,1046,4.5682654,Beautiful Thing (1996),Drama|Romance
606,92475,4.557396,All Watched Over by Machines of Loving Grace (2011),Documentary
606,2843,4.5533357,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance
606,4495,4.5476832,Crossing Delancey (1988),Comedy|Romance
606,2295,4.5476832,"Impostors, The (1998)",Comedy
606,6201,4.5476832,Lady Jane (1986),Drama|Romance
103,3379,5.072254,On the Beach (1959),Drama
103,171495,4.9763107,Cosmos,(no genres listed)
103,183897,4.9231234,Isle of Dogs (2018),Animation|Comedy
103,26073,4.912264,"Human Condition III, The (Ningen no joken III) (1961)",Drama|War
103,86237,4.912264,Connections (1978),Documentary
103,4708,4.912264,Marat/Sade (1966),Drama|Musical
103,7071,4.912264,"Woman Under the Influence, A (1974)",Drama
103,179135,4.912264,Blue Planet II (2017),Documentary
103,184245,4.912264,De platte jungle (1978),Documentary
103,117531,4.912264,Watermark (2014),Documentary
91,3379,4.790376,On the Beach (1959),Drama
91,3200,4.4689255,"Last Detail, The (1973)",Comedy|Drama
91,27156,4.460401,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
91,171495,4.4546757,Cosmos,(no genres listed)
91,7387,4.422721,Dawn of the Dead (1978),Action|Drama|Horror
91,47404,4.416901,Mind Game (2004),Adventure|Animation|Comedy|Fantasy|Romance|Sci-Fi
91,107771,4.416901,Only Lovers Left Alive (2013),Drama|Horror|Romance
91,96832,4.416901,Holy Motors (2012),Drama|Fantasy|Musical|Mystery|Sci-Fi
91,138632,4.416901,Tokyo Tribe (2014),Action|Crime|Drama|Sci-Fi
91,40412,4.416901,Dead Man's Shoes (2004),Crime|Thriller
222,3379,4.1580772,On the Beach (1959),Drama
222,171495,4.12206,Cosmos,(no genres listed)
222,84273,4.0939074,Zeitgeist: Moving Forward (2011),Documentary
222,4708,4.0939074,Marat/Sade (1966),Drama|Musical
222,179135,4.0939074,Blue Planet II (2017),Documentary
222,117531,4.0939074,Watermark (2014),Documentary
222,134796,4.0939074,Bitter Lake (2015),Documentary
222,184245,4.0939074,De platte jungle (1978),Documentary
222,7071,4.0939074,"Woman Under the Influence, A (1974)",Drama
222,86237,4.0939074,Connections (1978),Documentary
330,3379,4.6370606,On the Beach (1959),Drama
330,7121,4.6268086,Adam's Rib (1949),Comedy|Romance
330,2295,4.6122737,"Impostors, The (1998)",Comedy
330,4495,4.6122737,Crossing Delancey (1988),Comedy|Romance
330,6201,4.6122737,Lady Jane (1986),Drama|Romance
330,183897,4.5297585,Isle of Dogs (2018),Animation|Comedy
330,6442,4.5241084,Belle époque (1992),Comedy|Romance
330,171495,4.516162,Cosmos,(no genres listed)
330,2843,4.5083804,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance
330,78836,4.508131,Enter the Void (2009),Drama
372,3379,4.505537,On the Beach (1959),Drama
372,60943,4.4020624,Frozen River (2008),Drama
372,7841,4.4020624,Children of Dune (2003),Fantasy|Sci-Fi
372,59018,4.4020624,"Visitor, The (2007)",Drama|Romance
372,3404,4.367292,Titanic (1953),Action|Drama
372,7121,4.343135,Adam's Rib (1949),Comedy|Romance
372,1366,4.3193917,"Crucible, The (1996)",Drama
372,1411,4.315181,Hamlet (1996),Crime|Drama|Romance
372,170705,4.2959466,Band of Brothers (2001),Action|Drama|War
372,6442,4.2819858,Belle époque (1992),Comedy|Romance
122,3379,5.8154674,On the Beach (1959),Drama
122,171495,5.6245747,Cosmos,(no genres listed)
122,183897,5.566816,Isle of Dogs (2018),Animation|Comedy
122,78836,5.553509,Enter the Void (2009),Drama
122,86237,5.504941,Connections (1978),Documentary
122,7071,5.504941,"Woman Under the Influence, A (1974)",Drama
122,4708,5.504941,Marat/Sade (1966),Drama|Musical
122,184245,5.504941,De platte jungle (1978),Documentary
122,179135,5.504941,Blue Planet II (2017),Documentary
122,117531,5.504941,Watermark (2014),Documentary
232,84273,4.5368924,Zeitgeist: Moving Forward (2011),Documentary
232,26073,4.5368924,"Human Condition III, The (Ningen no joken III) (1961)",Drama|War
232,4708,4.5368924,Marat/Sade (1966),Drama|Musical
232,179135,4.5368924,Blue Planet II (2017),Documentary
232,134796,4.5368924,Bitter Lake (2015),Documentary
232,184245,4.5368924,De platte jungle (1978),Documentary
232,86237,4.5368924,Connections (1978),Documentary
232,117531,4.5368924,Watermark (2014),Documentary
232,7071,4.5368924,"Woman Under the Influence, A (1974)",Drama
232,74226,4.5368924,"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",Documentary|Drama
246,3379,5.243373,On the Beach (1959),Drama
246,171495,5.1888223,Cosmos,(no genres listed)
246,84273,5.148103,Zeitgeist: Moving Forward (2011),Documentary
246,134796,5.148103,Bitter Lake (2015),Documentary
246,4708,5.148103,Marat/Sade (1966),Drama|Musical
246,179135,5.148103,Blue Planet II (2017),Documentary
246,86237,5.148103,Connections (1978),Documentary
246,184245,5.148103,De platte jungle (1978),Documentary
246,7071,5.148103,"Woman Under the Influence, A (1974)",Drama
246,117531,5.148103,Watermark (2014),Documentary
599,3379,4.247526,On the Beach (1959),Drama
599,27156,3.9365232,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
599,8477,3.8359847,"Jetée, La (1962)",Romance|Sci-Fi
599,96004,3.81947,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),Action|Adventure|Animation
599,171495,3.8160942,Cosmos,(no genres listed)
599,68945,3.788395,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997),Action|Animation|Mystery|Sci-Fi
599,7748,3.7769349,Pierrot le fou (1965),Crime|Drama
599,95771,3.7755795,Dragon Ball Z: Broly Second Coming (Doragon bôru Z 10: Kiken na futari! Sûpâ senshi wa nemurenai) (1994),Action|Adventure|Animation
599,80083,3.7755795,Dragon Ball Z: Dead Zone (Doragon bôru Z 1: Ora no Gohan wo kaese) (1989),Action|Adventure|Animation|Fantasy|Sci-Fi
599,95965,3.7755795,Dragon Ball Z: Bardock - The Father of Goku (Doragon bôru Z: Tatta hitori no saishuu kessen - Furiiza ni itonda Z senshi Kakarotto no chichi) (1990),Action|Adventure|Animation
111,128914,4.8354416,Tom Segura: Completely Normal (2014),Comedy
111,98083,4.8354416,Jackass 3.5 (2011),Comedy|Documentary
111,104925,4.6728234,"Family, The (2013)",Action|Comedy|Crime
111,80139,4.662343,Jackass 2.5 (2007),Comedy|Documentary
111,160271,4.6318755,Central Intelligence (2016),Action|Comedy
111,72167,4.5477977,"Boondock Saints II: All Saints Day, The (2009)",Action|Crime|Drama|Thriller
111,111617,4.4728956,Blended (2014),Comedy
111,183897,4.4632854,Isle of Dogs (2018),Animation|Comedy
111,85367,4.448762,Just Go with It (2011),Comedy|Romance
111,128520,4.419677,The Wedding Ringer (2015),Comedy
140,3404,4.4864335,Titanic (1953),Action|Drama
140,7121,4.480957,Adam's Rib (1949),Comedy|Romance
140,1727,4.410995,"Horse Whisperer, The (1998)",Drama|Romance
140,7706,4.3260064,Animal Crackers (1930),Comedy|Musical
140,3086,4.322497,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical
140,93008,4.3163466,"Very Potter Sequel, A (2010)",Comedy|Musical
140,25906,4.3163466,Mr. Skeffington (1944),Drama|Romance
140,7841,4.3079686,Children of Dune (2003),Fantasy|Sci-Fi
140,60943,4.3079686,Frozen River (2008),Drama
140,59018,4.3079686,"Visitor, The (2007)",Drama|Romance
177,7121,4.834141,Adam's Rib (1949),Comedy|Romance
177,93008,4.8149424,"Very Potter Sequel, A (2010)",Comedy|Musical
177,25906,4.8149424,Mr. Skeffington (1944),Drama|Romance
177,3451,4.5945992,Guess Who's Coming to Dinner (1967),Drama
177,183897,4.568181,Isle of Dogs (2018),Animation|Comedy
177,1046,4.5111365,Beautiful Thing (1996),Drama|Romance
177,62293,4.499163,"Duchess, The (2008)",Drama|Romance
177,1411,4.381774,Hamlet (1996),Crime|Drama|Romance
177,38304,4.3804703,No Direction Home: Bob Dylan (2005),Documentary
177,928,4.3612113,Rebecca (1940),Drama|Mystery|Romance|Thriller
132,183897,3.9410214,Isle of Dogs (2018),Animation|Comedy
132,7121,3.8818932,Adam's Rib (1949),Comedy|Romance
132,3379,3.8462365,On the Beach (1959),Drama
132,171495,3.8346817,Cosmos,(no genres listed)
132,134796,3.821069,Bitter Lake (2015),Documentary
132,7071,3.821069,"Woman Under the Influence, A (1974)",Drama
132,184245,3.821069,De platte jungle (1978),Documentary
132,4708,3.821069,Marat/Sade (1966),Drama|Musical
132,117531,3.821069,Watermark (2014),Documentary
132,86237,3.821069,Connections (1978),Documentary
305,3379,5.0222616,On the Beach (1959),Drama
305,3404,4.892021,Titanic (1953),Action|Drama
305,74510,4.8608074,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)",Action|Crime|Drama|Mystery|Thriller
305,6818,4.847488,Come and See (Idi i smotri) (1985),Drama|War
305,158027,4.847488,SORI: Voice from the Heart (2016),Drama|Sci-Fi
305,64501,4.847488,Che: Part Two (2008),Drama|War
305,64499,4.847488,Che: Part One (2008),Drama|War
305,105585,4.847488,Machete Kills (Machete 2) (2013),Action|Crime|Thriller
305,140627,4.847488,Battle For Sevastopol (2015),Drama|Romance|War
305,3200,4.8454385,"Last Detail, The (1973)",Comedy|Drama
325,3379,4.8928556,On the Beach (1959),Drama
325,8477,4.7374616,"Jetée, La (1962)",Romance|Sci-Fi
325,27156,4.666071,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
325,2239,4.662843,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975),Comedy|Drama
325,3468,4.6478662,"Hustler, The (1961)",Drama
325,92475,4.620863,All Watched Over by Machines of Loving Grace (2011),Documentary
325,1251,4.606692,8 1/2 (8½) (1963),Drama|Fantasy
325,3435,4.5765963,Double Indemnity (1944),Crime|Drama|Film-Noir
325,96004,4.575774,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),Action|Adventure|Animation
325,3415,4.5664263,"Mirror, The (Zerkalo) (1975)",Drama
603,8477,5.2523766,"Jetée, La (1962)",Romance|Sci-Fi
603,148881,5.009189,World of Tomorrow (2015),Animation|Comedy
603,40491,5.0073657,"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)",Comedy|Drama
603,25771,4.9529257,"Andalusian Dog, An (Chien andalou, Un) (1929)",Fantasy
603,2068,4.843023,Fanny and Alexander (Fanny och Alexander) (1982),Drama|Fantasy|Mystery
603,2512,4.843023,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama
603,3531,4.843023,All the Vermeers in New York (1990),Comedy|Drama|Romance
603,3792,4.843023,Duel in the Sun (1946),Drama|Romance|Western
603,1437,4.843023,"Cement Garden, The (1993)",Drama
603,506,4.843023,Orlando (1992),Drama|Fantasy|Romance
1,3379,5.6596465,On the Beach (1959),Drama
1,171495,5.5848684,Cosmos,(no genres listed)
1,5490,5.582294,The Big Bus (1976),Action|Comedy
1,179135,5.5318403,Blue Planet II (2017),Documentary
1,86237,5.5318403,Connections (1978),Documentary
1,4708,5.5318403,Marat/Sade (1966),Drama|Musical
1,117531,5.5318403,Watermark (2014),Documentary
1,134796,5.5318403,Bitter Lake (2015),Documentary
1,7071,5.5318403,"Woman Under the Influence, A (1974)",Drama
1,184245,5.5318403,De platte jungle (1978),Documentary
212,183897,4.643174,Isle of Dogs (2018),Animation|Comedy
212,177593,4.3789415,"Three Billboards Outside Ebbing, Missouri (2017)",Crime|Drama
212,174909,4.3025355,Logan Lucky (2017),Comedy
212,188751,4.3025355,Mamma Mia: Here We Go Again! (2018),Comedy|Romance
212,170697,4.3025355,Gifted (2017),Drama
212,171495,4.2952414,Cosmos,(no genres listed)
212,117531,4.290383,Watermark (2014),Documentary
212,86237,4.290383,Connections (1978),Documentary
212,184245,4.290383,De platte jungle (1978),Documentary
212,179135,4.290383,Blue Planet II (2017),Documentary
274,3379,4.467981,On the Beach (1959),Drama
274,171495,4.4399114,Cosmos,(no genres listed)
274,78836,4.433632,Enter the Void (2009),Drama
274,74226,4.4157314,"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",Documentary|Drama
274,184245,4.4157314,De platte jungle (1978),Documentary
274,179135,4.4157314,Blue Planet II (2017),Documentary
274,7071,4.4157314,"Woman Under the Influence, A (1974)",Drama
274,86237,4.4157314,Connections (1978),Documentary
274,4708,4.4157314,Marat/Sade (1966),Drama|Musical
274,117531,4.4157314,Watermark (2014),Documentary
182,6192,4.8238935,Open Hearts (Elsker dig for evigt) (2002),Romance
182,3379,4.7003407,On the Beach (1959),Drama
182,2843,4.6068187,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance
182,7121,4.5814023,Adam's Rib (1949),Comedy|Romance
182,92475,4.581364,All Watched Over by Machines of Loving Grace (2011),Documentary
182,5379,4.5725,"Believer, The (2001)",Drama
182,3451,4.523367,Guess Who's Coming to Dinner (1967),Drama
182,171495,4.511363,Cosmos,(no genres listed)
182,8477,4.48886,"Jetée, La (1962)",Romance|Sci-Fi
182,3415,4.480258,"Mirror, The (Zerkalo) (1975)",Drama
6,232,4.874134,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
6,67618,4.859966,Strictly Sexual (2008),Comedy|Drama|Romance
6,7121,4.8265815,Adam's Rib (1949),Comedy|Romance
6,3404,4.8162303,Titanic (1953),Action|Drama
6,74282,4.8030334,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),Children|Drama|Romance
6,26528,4.8030334,Anne of Green Gables (1985),Children|Drama
6,25906,4.66479,Mr. Skeffington (1944),Drama|Romance
6,93008,4.66479,"Very Potter Sequel, A (2010)",Comedy|Musical
6,3086,4.6261435,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical
6,38304,4.615786,No Direction Home: Bob Dylan (2005),Documentary
474,4495,4.8032055,Crossing Delancey (1988),Comedy|Romance
474,6201,4.8032055,Lady Jane (1986),Drama|Romance
474,2295,4.8032055,"Impostors, The (1998)",Comedy
474,7121,4.7567596,Adam's Rib (1949),Comedy|Romance
474,8235,4.5732703,Safety Last! (1923),Action|Comedy|Romance
474,43376,4.5484324,Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005),Drama|War
474,3379,4.4638515,On the Beach (1959),Drama
474,8477,4.421987,"Jetée, La (1962)",Romance|Sci-Fi
474,906,4.380825,Gaslight (1944),Drama|Thriller
474,1046,4.37471,Beautiful Thing (1996),Drama|Romance
328,3379,4.2106776,On the Beach (1959),Drama
328,2788,4.1464243,Monty Python's And Now for Something Completely Different (1971),Comedy
328,4495,4.08033,Crossing Delancey (1988),Comedy|Romance
328,2295,4.08033,"Impostors, The (1998)",Comedy
328,6201,4.08033,Lady Jane (1986),Drama|Romance
328,3983,4.049515,You Can Count on Me (2000),Drama|Romance
328,953,4.0069256,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance
328,6807,3.9807928,Monty Python's The Meaning of Life (1983),Comedy
328,27156,3.9670346,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
328,6442,3.9564059,Belle époque (1992),Comedy|Romance
20,7121,5.0953307,Adam's Rib (1949),Comedy|Romance
20,3379,5.0866017,On the Beach (1959),Drama
20,3451,5.0401473,Guess Who's Coming to Dinner (1967),Drama
20,5490,5.0143414,The Big Bus (1976),Action|Comedy
20,92475,4.989588,All Watched Over by Machines of Loving Grace (2011),Documentary
20,2843,4.989552,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance
20,1411,4.966801,Hamlet (1996),Crime|Drama|Romance
20,4973,4.9656725,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
20,5915,4.9653015,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War
20,26326,4.9383545,"Holy Mountain, The (Montaña sagrada, La) (1973)",Drama
169,7121,5.569265,Adam's Rib (1949),Comedy|Romance
169,183897,5.4290767,Isle of Dogs (2018),Animation|Comedy
169,134796,5.415821,Bitter Lake (2015),Documentary
169,184245,5.415821,De platte jungle (1978),Documentary
169,7071,5.415821,"Woman Under the Influence, A (1974)",Drama
169,86237,5.415821,Connections (1978),Documentary
169,4708,5.415821,Marat/Sade (1966),Drama|Musical
169,117531,5.415821,Watermark (2014),Documentary
169,179135,5.415821,Blue Planet II (2017),Documentary
169,84273,5.415821,Zeitgeist: Moving Forward (2011),Documentary
432,7121,4.5569296,Adam's Rib (1949),Comedy|Romance
432,26073,4.510646,"Human Condition III, The (Ningen no joken III) (1961)",Drama|War
432,179135,4.510646,Blue Planet II (2017),Documentary
432,134796,4.510646,Bitter Lake (2015),Documentary
432,86237,4.510646,Connections (1978),Documentary
432,4708,4.510646,Marat/Sade (1966),Drama|Musical
432,7071,4.510646,"Woman Under the Influence, A (1974)",Drama
432,117531,4.510646,Watermark (2014),Documentary
432,184245,4.510646,De platte jungle (1978),Documentary
432,74226,4.510646,"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",Documentary|Drama
57,3379,4.8529916,On the Beach (1959),Drama
57,27156,4.630629,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
57,5490,4.5335407,The Big Bus (1976),Action|Comedy
57,8477,4.51194,"Jetée, La (1962)",Romance|Sci-Fi
57,3334,4.461802,Key Largo (1948),Crime|Drama|Film-Noir|Thriller
57,3022,4.460743,"General, The (1926)",Comedy|War
57,1411,4.459336,Hamlet (1996),Crime|Drama|Romance
57,3066,4.457448,Tora! Tora! Tora! (1970),Action|Drama|War
57,6442,4.4526896,Belle époque (1992),Comedy|Romance
57,5915,4.4404674,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War
292,3086,4.8153157,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical
292,3404,4.6182685,Titanic (1953),Action|Drama
292,67618,4.4372625,Strictly Sexual (2008),Comedy|Drama|Romance
292,7121,4.4337907,Adam's Rib (1949),Comedy|Romance
292,25906,4.292054,Mr. Skeffington (1944),Drama|Romance
292,93008,4.292054,"Very Potter Sequel, A (2010)",Comedy|Musical
292,232,4.243204,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance
292,26528,4.2313886,Anne of Green Gables (1985),Children|Drama
292,74282,4.2313886,Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987),Children|Drama|Romance
292,1046,4.195058,Beautiful Thing (1996),Drama|Romance
339,3379,4.9331555,On the Beach (1959),Drama
339,171495,4.9150662,Cosmos,(no genres listed)
339,74226,4.895739,"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",Documentary|Drama
339,134796,4.895739,Bitter Lake (2015),Documentary
339,184245,4.895739,De platte jungle (1978),Documentary
339,86237,4.895739,Connections (1978),Documentary
339,4708,4.895739,Marat/Sade (1966),Drama|Musical
339,7071,4.895739,"Woman Under the Influence, A (1974)",Drama
339,117531,4.895739,Watermark (2014),Documentary
339,179135,4.895739,Blue Planet II (2017),Documentary
452,26073,5.856744,"Human Condition III, The (Ningen no joken III) (1961)",Drama|War
452,84273,5.856744,Zeitgeist: Moving Forward (2011),Documentary
452,86237,5.856744,Connections (1978),Documentary
452,184245,5.856744,De platte jungle (1978),Documentary
452,134796,5.856744,Bitter Lake (2015),Documentary
452,7071,5.856744,"Woman Under the Influence, A (1974)",Drama
452,117531,5.856744,Watermark (2014),Documentary
452,179135,5.856744,Blue Planet II (2017),Documentary
452,4708,5.856744,Marat/Sade (1966),Drama|Musical
452,74226,5.856744,"Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)",Documentary|Drama
19,3379,4.08108,On the Beach (1959),Drama
19,3358,3.9197524,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance
19,27156,3.843331,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
19,3056,3.803802,Oxygen (1999),Crime|Drama|Thriller
19,2037,3.803802,Candleshoe (1977),Adventure|Children|Comedy
19,26326,3.7503395,"Holy Mountain, The (Montaña sagrada, La) (1973)",Drama
19,7748,3.6981168,Pierrot le fou (1965),Crime|Drama
19,96004,3.6878004,Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),Action|Adventure|Animation
19,171495,3.6505704,Cosmos,(no genres listed)
19,8477,3.6460826,"Jetée, La (1962)",Romance|Sci-Fi
560,3379,4.695106,On the Beach (1959),Drama
560,171495,4.535981,Cosmos,(no genres listed)
560,78836,4.477913,Enter the Void (2009),Drama
560,134796,4.436534,Bitter Lake (2015),Documentary
560,86237,4.436534,Connections (1978),Documentary
560,7071,4.436534,"Woman Under the Influence, A (1974)",Drama
560,184245,4.436534,De platte jungle (1978),Documentary
560,4708,4.436534,Marat/Sade (1966),Drama|Musical
560,117531,4.436534,Watermark (2014),Documentary
560,179135,4.436534,Blue Planet II (2017),Documentary
64,3379,5.036962,On the Beach (1959),Drama
64,8477,4.894885,"Jetée, La (1962)",Romance|Sci-Fi
64,27523,4.815727,My Sassy Girl (Yeopgijeogin geunyeo) (2001),Comedy|Romance
64,5490,4.7790556,The Big Bus (1976),Action|Comedy
64,171495,4.7688885,Cosmos,(no genres listed)
64,183897,4.7443123,Isle of Dogs (2018),Animation|Comedy
64,7121,4.7298775,Adam's Rib (1949),Comedy|Romance
64,27156,4.7054996,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997)",Action|Animation|Drama|Fantasy|Sci-Fi
64,5915,4.697274,Victory (a.k.a. Escape to Victory) (1981),Action|Drama|War
64,78836,4.677059,Enter the Void (2009),Drama
41,116897,4.510889,Wild Tales (2014),Comedy|Drama|Thriller
41,104879,4.328803,Prisoners (2013),Drama|Mystery|Thriller
41,6201,4.100583,Lady Jane (1986),Drama|Romance
